Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2018-01-19 04:40:37,322 | INFO  | Event Dispatcher | fileinstall                      | 7 - org.apache.felix.fileinstall - 3.5.2 | Creating configuration from org.apache.karaf.features.repos.cfg
	at org.opendaylight.controller.cluster.datastore.Shard.handleBatchedModificationsLocal(Shard.java:604)
	at org.opendaylight.controller.cluster.datastore.Shard.handleBatchedModifications(Shard.java:627)
	at org.opendaylight.controller.cluster.datastore.Shard.handleNonRaftCommand(Shard.java:312)
	at org.opendaylight.controller.cluster.raft.RaftActor.handleCommand(RaftActor.java:270)
	at org.opendaylight.controller.cluster.common.actor.AbstractUntypedPersistentActor.onReceiveCommand(AbstractUntypedPersistentActor.java:44)
	at akka.persistence.UntypedPersistentActor.onReceive(PersistentActor.scala:170)
	at org.opendaylight.controller.cluster.common.actor.MeteringBehavior.apply(MeteringBehavior.java:104)
	at akka.actor.ActorCell$$anonfun$become$1.applyOrElse(ActorCell.scala:544)
	at akka.actor.Actor$class.aroundReceive(Actor.scala:502)
	at akka.persistence.UntypedPersistentActor.akka$persistence$Eventsourced$$super$aroundReceive(PersistentActor.scala:168)
	at akka.persistence.Eventsourced$$anon$1.stateReceive(Eventsourced.scala:727)
	at akka.persistence.Eventsourced$class.aroundReceive(Eventsourced.scala:183)
	at akka.persistence.UntypedPersistentActor.aroundReceive(PersistentActor.scala:168)
	at akka.actor.ActorCell.receiveMessage(ActorCell.scala:526)
	at akka.actor.ActorCell.invoke(ActorCell.scala:495)
	at akka.dispatch.Mailbox.processMailbox(Mailbox.scala:257)
	at akka.dispatch.Mailbox.run(Mailbox.scala:224)
	at akka.dispatch.Mailbox.exec(Mailbox.scala:234)
	at scala.concurrent.forkjoin.ForkJoinTask.doExec(ForkJoinTask.java:260)
	at scala.concurrent.forkjoin.ForkJoinPool$WorkQueue.runTask(ForkJoinPool.java:1339)
	at scala.concurrent.forkjoin.ForkJoinPool.runWorker(ForkJoinPool.java:1979)
	at scala.concurrent.forkjoin.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:107)
Caused by: org.opendaylight.yangtools.yang.data.api.schema.tree.ConflictingModificationAppliedException: Node was created by other transaction.
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkWriteApplicable(SchemaAwareApplyOperation.java:174)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:128)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.StructuralContainerModificationStrategy.checkApplicable(StructuralContainerModificationStrategy.java:99)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkTouchApplicable(AbstractNodeContainerModificationStrategy.java:288)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:125)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.RootModificationApplyOperation.checkApplicable(RootModificationApplyOperation.java:72)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractDataTreeTip.validate(AbstractDataTreeTip.java:35)
	at org.opendaylight.controller.cluster.datastore.ShardDataTree.lambda$processNextPendingTransaction$0(ShardDataTree.java:743)
	... 29 more
2018-01-19 04:41:38,139 | WARN  | CommitFutures-0  | DataStoreJobCoordinator          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | Job: JobEntry{key='VPNNODE-233226430085711', mainWorker=org.opendaylight.netvirt.vpnmanager.VpnNodeListener$1@15e9da49, rollbackWorker=null, retryCount=0, futures=[org.opendaylight.controller.cluster.databroker.ConcurrentDOMDataBroker$AsyncNotifyingSettableFuture@1b2e3684]} failed
OptimisticLockFailedException{message=Optimistic lock failed., errorList=[RpcError [message=Optimistic lock failed., severity=ERROR, errorType=APPLICATION, tag=resource-denied, applicationTag=null, info=null, cause=org.opendaylight.yangtools.yang.data.api.schema.tree.ConflictingModificationAppliedException: Node was created by other transaction.]]}
	at org.opendaylight.controller.cluster.datastore.ShardDataTree.lambda$processNextPendingTransaction$0(ShardDataTree.java:751)
	at org.opendaylight.controller.cluster.datastore.ShardDataTree.processNextPending(ShardDataTree.java:789)
	at org.opendaylight.controller.cluster.datastore.ShardDataTree.processNextPendingTransaction(ShardDataTree.java:736)
	at org.opendaylight.controller.cluster.datastore.ShardDataTree.startCanCommit(ShardDataTree.java:819)
	at org.opendaylight.controller.cluster.datastore.SimpleShardDataTreeCohort.canCommit(SimpleShardDataTreeCohort.java:90)
	at org.opendaylight.controller.cluster.datastore.CohortEntry.canCommit(CohortEntry.java:97)
	at org.opendaylight.controller.cluster.datastore.ShardCommitCoordinator.handleCanCommit(ShardCommitCoordinator.java:236)
	at org.opendaylight.controller.cluster.datastore.ShardCommitCoordinator.handleBatchedModifications(ShardCommitCoordinator.java:170)
	at org.opendaylight.controller.cluster.datastore.Shard.handleBatchedModificationsLocal(Shard.java:604)
	at org.opendaylight.controller.cluster.datastore.Shard.handleBatchedModifications(Shard.java:627)
	at org.opendaylight.controller.cluster.datastore.Shard.handleNonRaftCommand(Shard.java:312)
	at org.opendaylight.controller.cluster.raft.RaftActor.handleCommand(RaftActor.java:270)
	at org.opendaylight.controller.cluster.common.actor.AbstractUntypedPersistentActor.onReceiveCommand(AbstractUntypedPersistentActor.java:44)
	at akka.persistence.UntypedPersistentActor.onReceive(PersistentActor.scala:170)
	at org.opendaylight.controller.cluster.common.actor.MeteringBehavior.apply(MeteringBehavior.java:104)
	at akka.actor.ActorCell$$anonfun$become$1.applyOrElse(ActorCell.scala:544)
	at akka.actor.Actor$class.aroundReceive(Actor.scala:502)
	at akka.persistence.UntypedPersistentActor.akka$persistence$Eventsourced$$super$aroundReceive(PersistentActor.scala:168)
	at akka.persistence.Eventsourced$$anon$1.stateReceive(Eventsourced.scala:727)
	at akka.persistence.Eventsourced$class.aroundReceive(Eventsourced.scala:183)
	at akka.persistence.UntypedPersistentActor.aroundReceive(PersistentActor.scala:168)
	at akka.actor.ActorCell.receiveMessage(ActorCell.scala:526)
	at akka.actor.ActorCell.invoke(ActorCell.scala:495)
	at akka.dispatch.Mailbox.processMailbox(Mailbox.scala:257)
	at akka.dispatch.Mailbox.run(Mailbox.scala:224)
	at akka.dispatch.Mailbox.exec(Mailbox.scala:234)
	at scala.concurrent.forkjoin.ForkJoinTask.doExec(ForkJoinTask.java:260)
	at scala.concurrent.forkjoin.ForkJoinPool$WorkQueue.runTask(ForkJoinPool.java:1339)
	at scala.concurrent.forkjoin.ForkJoinPool.runWorker(ForkJoinPool.java:1979)
	at scala.concurrent.forkjoin.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:107)
Caused by: org.opendaylight.yangtools.yang.data.api.schema.tree.ConflictingModificationAppliedException: Node was created by other transaction.
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkWriteApplicable(SchemaAwareApplyOperation.java:174)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:128)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkMergeApplicable(AbstractNodeContainerModificationStrategy.java:313)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:131)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.StructuralContainerModificationStrategy.checkApplicable(StructuralContainerModificationStrategy.java:99)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkChildPreconditions(AbstractNodeContainerModificationStrategy.java:305)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractNodeContainerModificationStrategy.checkTouchApplicable(AbstractNodeContainerModificationStrategy.java:288)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.SchemaAwareApplyOperation.checkApplicable(SchemaAwareApplyOperation.java:125)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.RootModificationApplyOperation.checkApplicable(RootModificationApplyOperation.java:72)
	at org.opendaylight.yangtools.yang.data.impl.schema.tree.AbstractDataTreeTip.validate(AbstractDataTreeTip.java:35)
	at org.opendaylight.controller.cluster.datastore.ShardDataTree.lambda$processNextPendingTransaction$0(ShardDataTree.java:743)
	... 29 more
2018-01-19 04:41:38,158 | INFO  | entLoopGroup-7-4 | ConnectionContextImpl            | 330 - org.opendaylight.openflowplugin.impl - 0.4.3.SNAPSHOT | Received early port status message for node openflow:233226430085711 with reason OFPPRADD and state PortState [_linkDown=false, _blocked=false, _live=false]
2018-01-19 04:41:38,187 | INFO  | Pool-1-worker-50 | OvsInterfaceStateAddHelper       | 375 - org.opendaylight.genius.interfacemanager-impl - 0.2.3.SNAPSHOT | adding interface state to Oper DS for interface: 233226430085711:br-ex-patch
2018-01-19 04:41:38,194 | INFO  | atchingManager-0 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | Total taken ##time = 4ms for resourceList of size 1 for resourceType INTERFACEMGR-DEFAULT-OPERATIONAL
2018-01-19 04:41:38,235 | INFO  | entLoopGroup-7-5 | ConnectionAdapterImpl            | 319 - org.opendaylight.openflowjava.openflow-protocol-impl - 0.9.3.SNAPSHOT | Hello received
2018-01-19 04:41:38,235 | INFO  | entLoopGroup-7-5 | ConnectionContextImpl            | 330 - org.opendaylight.openflowplugin.impl - 0.4.3.SNAPSHOT | Received early port status message for node null with reason OFPPRMODIFY and state PortState [_linkDown=true, _blocked=false, _live=false]
2018-01-19 04:41:38,237 | INFO  | entLoopGroup-7-5 | ContextChainHolderImpl           | 330 - org.opendaylight.openflowplugin.impl - 0.4.3.SNAPSHOT | Device openflow:198351090090533 connected.
2018-01-19 04:41:38,237 | INFO  | entLoopGroup-7-5 | ContextChainHolderImpl           | 330 - org.opendaylight.openflowplugin.impl - 0.4.3.SNAPSHOT | No context chain found for device: openflow:198351090090533, creating new.
2018-01-19 04:41:38,237 | INFO  | entLoopGroup-7-5 | DeviceManagerImpl                | 330 - org.opendaylight.openflowplugin.impl - 0.4.3.SNAPSHOT | ConnectionEvent: Device connected to controller, Device:/192.168.11.12:36029, NodeId:Uri [_value=openflow:198351090090533]
2018-01-19 04:41:38,238 | INFO  | entLoopGroup-7-5 | DeviceContextImpl                | 330 - org.opendaylight.openflowplugin.impl - 0.4.3.SNAPSHOT | Started timer for setting SLAVE role on device openflow:198351090090533 if no role will be set in 20s.
2018-01-19 04:41:38,238 | INFO  | entLoopGroup-7-5 | ContextChainImpl                 | 330 - org.opendaylight.openflowplugin.impl - 0.4.3.SNAPSHOT | Registering clustering services for node openflow:198351090090533
2018-01-19 04:41:38,314 | INFO  | eChangeHandler-0 | SnatNodeEventListener            | 392 - org.opendaylight.netvirt.natservice-impl - 0.4.3.SNAPSHOT | Dpn added 198351090090533
2018-01-19 04:41:38,314 | INFO  | eChangeHandler-0 | ightedCentralizedSwitchScheduler | 392 - org.opendaylight.netvirt.natservice-impl - 0.4.3.SNAPSHOT | addSwitch: Adding 198351090090533 dpnId to switchWeightsMap
2018-01-19 04:41:38,881 | INFO  | Thread-172       | StateManager                     | 398 - org.opendaylight.netvirt.statemanager-impl - 0.4.3.SNAPSHOT | StateManager all is ready
2018-01-19 04:41:38,977 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.39980714921744.213.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.39980714921744.213.PERMIT.-1062728950, getLastAccessTime=1516336898, augmentations={}}], getPoolName=acl.flow.priorities.pool.39980714921744.213.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:39,013 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.39980714921744.213.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.39980714921744.213.PERMIT, getPoolName=acl.flow.priorities.pool.39980714921744.213.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:39,192 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.39980714921744.213.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.39980714921744.213.DENY.-1062728950, getLastAccessTime=1516336899, augmentations={}}], getPoolName=acl.flow.priorities.pool.39980714921744.213.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:39,228 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.39980714921744.213.DENY.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=30000, getEnd=32999, getStart=30001, augmentations={}}, getBlockSize=2999, getParentPoolName=acl.flow.priorities.pool.39980714921744.213.DENY, getPoolName=acl.flow.priorities.pool.39980714921744.213.DENY.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:39,404 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.39980714921744.243.PERMIT : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=3899, getEnd=30000, getStart=1000, augmentations={}}, getBlockSize=2900, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.39980714921744.243.PERMIT.-1062728950, getLastAccessTime=1516336899, augmentations={}}], getPoolName=acl.flow.priorities.pool.39980714921744.243.PERMIT, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:39,439 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.39980714921744.243.PERMIT.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=3899, getStart=1000, augmentations={}}, getBlockSize=2900, getParentPoolName=acl.flow.priorities.pool.39980714921744.243.PERMIT, getPoolName=acl.flow.priorities.pool.39980714921744.243.PERMIT.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:39,554 | INFO  | on-dispatcher-67 | ControllerUpdateCommand          | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Register ODL controllers : {}  bridges detail : {}
2018-01-19 04:41:39,563 | INFO  | on-dispatcher-67 | TerminationPointCreateCommand    | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Created Termination Point : br-ex-patch with Uuid : Port_Random_1835338a63b7431c9f0df1a013df6cf2
2018-01-19 04:41:39,567 | INFO  | on-dispatcher-67 | TerminationPointUpdateCommand    | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Updated Termination Point : br-ex-patch  with Uuid : null
2018-01-19 04:41:39,571 | INFO  | entLoopGroup-7-5 | ConnectionContextImpl            | 330 - org.opendaylight.openflowplugin.impl - 0.4.3.SNAPSHOT | Received early port status message for node openflow:198351090090533 with reason OFPPRADD and state PortState [_linkDown=false, _blocked=false, _live=false]
2018-01-19 04:41:39,574 | INFO  | Pool-1-worker-50 | OvsInterfaceStateAddHelper       | 375 - org.opendaylight.genius.interfacemanager-impl - 0.2.3.SNAPSHOT | adding interface state to Oper DS for interface: 198351090090533:br-ex-patch
2018-01-19 04:41:39,580 | INFO  | atchingManager-0 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | Total taken ##time = 3ms for resourceList of size 1 for resourceType INTERFACEMGR-DEFAULT-OPERATIONAL
2018-01-19 04:41:39,599 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.39980714921744.243.DENY : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=32999, getEnd=60000, getStart=30001, augmentations={}}, getBlockSize=2999, getChildPools=[ChildPools{getChildPoolName=acl.flow.priorities.pool.39980714921744.243.DENY.-1062728950, getLastAccessTime=1516336899, augmentations={}}], getPoolName=acl.flow.priorities.pool.39980714921744.243.DENY, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:39,664 | INFO  | on-dispatcher-67 | ControllerUpdateCommand          | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Register ODL controllers : {}  bridges detail : {}
2018-01-19 04:41:39,665 | INFO  | on-dispatcher-67 | TerminationPointCreateCommand    | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Created Termination Point : br-ex-int-patch with Uuid : Port_Random_8f58022ae0444d169ebc993158d91e00
2018-01-19 04:41:39,670 | INFO  | on-dispatcher-67 | TerminationPointUpdateCommand    | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Updated Termination Point : br-ex-int-patch  with Uuid : null
2018-01-19 04:41:39,747 | INFO  | on-dispatcher-67 | ControllerUpdateCommand          | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Register ODL controllers : {}  bridges detail : {}
2018-01-19 04:41:39,748 | INFO  | on-dispatcher-67 | TerminationPointUpdateCommand    | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Updated Termination Point : br-ex-patch  with Uuid : null
2018-01-19 04:41:39,835 | INFO  | on-dispatcher-68 | ControllerUpdateCommand          | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Register ODL controllers : {}  bridges detail : {}
2018-01-19 04:41:39,836 | INFO  | on-dispatcher-68 | TerminationPointUpdateCommand    | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Updated Termination Point : br-ex-int-patch  with Uuid : null
2018-01-19 04:41:40,190 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name acl.flow.priorities.pool.39980714921744.243.DENY.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=30000, getEnd=32999, getStart=30001, augmentations={}}, getBlockSize=2999, getParentPoolName=acl.flow.priorities.pool.39980714921744.243.DENY, getPoolName=acl.flow.priorities.pool.39980714921744.243.DENY.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:40,546 | INFO  | on-dispatcher-67 | ControllerUpdateCommand          | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Register ODL controllers : {}  bridges detail : {}
2018-01-19 04:41:40,547 | INFO  | on-dispatcher-67 | TerminationPointUpdateCommand    | 312 - org.opendaylight.ovsdb.southbound-impl - 1.4.3.SNAPSHOT | Updated Termination Point : br-ex-patch  with Uuid : null
